x,y,species_3 logistic values
1.0,1.0,0.27220103
2.0,2.0,0.03714531
3.0,3.0,0.03855236
4.0,4.0,0.5955694
5.0,5.0,0.020695956
6.0,6.0,0.028225794
7.0,7.0,0.0017970864
8.0,8.0,0.31302017
9.0,9.0,0.012875979
10.0,10.0,0.035618346
11.0,11.0,0.039178237
12.0,12.0,0.5757538
13.0,13.0,0.05240395
14.0,14.0,0.051726468
15.0,15.0,0.33961013
16.0,16.0,0.035575077
17.0,17.0,0.02879377
18.0,18.0,0.2847784
19.0,19.0,0.007664244
20.0,20.0,0.32975116
21.0,21.0,0.48328537
22.0,22.0,0.016877474
23.0,23.0,0.061919957
24.0,24.0,0.079823054
25.0,25.0,0.0099618975
26.0,26.0,0.006198616
27.0,27.0,0.5807141
28.0,28.0,0.077500135
29.0,29.0,0.41960177
30.0,30.0,0.0692161
31.0,31.0,0.036991302
32.0,32.0,0.12074266
33.0,33.0,0.06342206
34.0,34.0,0.09042891
35.0,35.0,0.0617045
36.0,36.0,0.18145314
37.0,37.0,0.11926782
38.0,38.0,0.07552915
39.0,39.0,0.11387849
40.0,40.0,0.16564243
41.0,41.0,0.11898638
42.0,42.0,0.031968392
43.0,43.0,0.028829796
44.0,44.0,0.006729272
45.0,45.0,0.070852615
46.0,46.0,0.060494926
47.0,47.0,0.02612212
48.0,48.0,0.18948545
49.0,49.0,0.05099448
50.0,50.0,0.012503962
51.0,51.0,0.030277576
52.0,52.0,0.0077745337
53.0,53.0,0.06286043
54.0,54.0,0.12419479
55.0,55.0,0.30921227
56.0,56.0,0.053493537
57.0,57.0,0.017716004
58.0,58.0,0.03246916
59.0,59.0,0.08775515
60.0,60.0,0.17905402
61.0,61.0,0.09271245
62.0,62.0,0.042970724
63.0,63.0,0.017690003
64.0,64.0,0.021301726
65.0,65.0,0.12362879
66.0,66.0,0.18602073
67.0,67.0,0.14395079
68.0,68.0,0.4180295
69.0,69.0,0.14269374
70.0,70.0,0.058170576
71.0,71.0,0.014916168
72.0,72.0,0.61553824
73.0,73.0,0.058300424
74.0,74.0,0.02280887
75.0,75.0,0.036239125
76.0,76.0,0.017343637
77.0,77.0,0.008449438
78.0,78.0,0.025925174
79.0,79.0,0.5046
80.0,80.0,0.1406471
81.0,81.0,0.2978229
82.0,82.0,0.050246082
83.0,83.0,0.0024780063
84.0,84.0,0.2008716
85.0,85.0,0.058674864
86.0,86.0,0.047780197
87.0,87.0,0.54932135
88.0,88.0,0.008127746
89.0,89.0,0.029515028
90.0,90.0,0.070925936
91.0,91.0,0.2692759
92.0,92.0,0.11594908
93.0,93.0,0.03737233
94.0,94.0,0.003203884
95.0,95.0,0.0031543477
96.0,96.0,0.03047587
97.0,97.0,0.05297322
98.0,98.0,0.084038965
99.0,99.0,0.23252544
